NO,Y, X, caps_nmmb01, caps_nmmb02, caps_nmmb03, caps_nmmb04, caps_nmmb05, caps_nmmb_rad, core01_arw, core03_arw, core04_arw, core05_arw, core06_arw, core07_arw, core08_arw, core09_arw, core10_arw, s_phys_rad02_arw, s_phys_rad03_arw, s_phys_rad04_arw, s_phys_rad05_arw, s_phys_rad06_arw, s_phys_rad07_arw, s_phys_rad08_arw, s_phys_rad09_arw, s_phys_rad10_arw, s3m01, s3m02, s3m03, s3m04, s3m05, s3m06, s3m07, s3m08, s3m09, s3m10, s3m11, s3m12, s3m13, s3m14, s3m15, 
11,0,10,48.55194092,40.28016116,54.89220369,42.27740089,56.84572368,42.92184448,2.089020118,0.886643297,0.876644338,9.626858096,1.273798271,0.375532938,0.129039184,0.643442067,0.714334951,0.186214289,0.290738282,0.161132867,0.515341695,0.166144002,0.218717744,0.167077056,0.205437196,0.11234808, ,,,,,,,,,,,,,,,
12,0,11,45.21366767,37.59515819,53.70347677,42.20933036,51.06166369,40.37517732,1.017979092,3.382615444,5.324999751,42.7266183,6.332827277,0.287883759,0.630268097,1.09616389,0.562258357,0.280520957,0.352834988,0.130389065,0.438357858,0.118892642,0.178866669,0.089260639,0.31734629,0.12535908, ,,,,,,,,,,,,,,,
13,0,12,42.40286238,38.65276058,49.42460506,40.22408968,47.08908115,38.46630859,1.303263444,9.66693934,4.964149026,7.026796265,19.32043144,0.561209331,1.014636993,3.073141734,7.582469039,3.989810446,12.91615588,6.916266547,3.512402126,2.113628569,0.596089131,0.066719733,0.306546328,0.19889483, ,,,,,,,,,,,,,,,
14,0,13,35.87730561,36.00592279,44.86819529,35.66597317,43.66618509,35.55118963,1.992197477,0.367651653,0.773382505,2.049520026,4.155859845,0.323332095,0.007383333,1.001835755,1.997297896,0.078765788,1.386945982,1.078284213,1.582159784,0.815809294,0.036058333,0.004128814,0.016227272,0.007769812, ,,,,,,,,,,,,,,,
15,0,14,24.77445777,22.58895514,29.98088606,23.88401523,29.84769531,24.45246144,1.438327096,0.269228822,0.406109432,0.027768178,1.12592071,0.360167007,0.01381875,0.794025845,0.597997752,0.213051779,0.808223343,0.01799375,0.062593748,0.014697059,0.040517649,0.020387236,0.032086843,0.00297647, ,,,,,,,,,,,,,,,
16,0,15,12.71775655,13.70061257,18.7303631,17.02620817,19.60397478,11.5621637,0.237624255,0.460015281,0.158302472,0.414024989,0.303385715,0.223306098,0.391251626,0.981235895,0.022649019,0.018365958,0.113299998,0.12774688,0.128466667,0.01395,0.036721425,0.173352504,0.315977435,0.005801961, ,,,,,,,,,,,,,,,
17,0,16,24.37788729,19.20338192,19.84987075,18.87482836,19.28347085,18.19977999,0.418435904,0.991052801,0.691917118,0.202399987,1.378381764,0.139129695,0.326028551,2.336814226,0.368444134,0.083123263,0.230497228,0.129151839,0.107040473,0.082499997,0.071513631,0.01895,0.132381245,0.023376191, ,,,,,,,,,,,,,,,
18,0,17,41.75499527,30.2871148,34.61027579,31.33333719,37.36982477,34.21556181,1.188364301,2.070459398,2.231008951,0.52074425,4.266280111,2.450486501,1.024787279,8.192080816,2.066772692,0.46742282,1.951638637,0.864505999,1.802556954,2.221414078,3.833390021,0.65349782,2.894644016,0.276468632, ,,,,,,,,,,,,,,,
19,0,18,42.23897922,37.12739752,35.54681756,40.45647407,40.25015134,39.26013956,1.059050083,2.487151637,2.537839341,4.902808634,5.40166112,1.812511097,2.111562941,3.471947847,2.688274286,0.882933924,1.370727539,2.405728828,2.8998909,2.081534958,1.077104613,1.335465307,1.202962155,1.16917762, ,,,,,,,,,,,,,,,
20,0,19,36.06708788,33.14757191,34.29898264,35.06350098,39.67356179,34.36061281,0.725850947,8.859513468,3.199431344,29.49456366,15.95955404,1.566947937,0.947021831,4.872503427,10.35625592,5.319466727,3.368619504,15.49740377,8.710635986,2.349058363,0.910395664,0.815627975,1.993484829,5.935133127, ,,,,,,,,,,,,,,,
21,0,20,32.59030297,28.81834396,37.50394072,28.370565,32.45452088,36.12458069,4.929830299,24.84880839,2.903184814,19.96472168,7.983459473,1.756378174,6.449225474,5.118163554,16.20526937,9.54733867,1.610762652,15.24574249,4.636665776,3.423792521,1.249752128,6.417122354,2.029195703,8.65208842, ,,,,,,,,,,,,,,,
22,0,21,19.3683682,28.73555352,25.28028656,23.4280921,23.68661949,17.44869212,2.350135238,7.090042506,14.00010019,2.194266129,5.20994984,3.922616367,8.406399197,4.865589445,3.683458743,1.273962194,5.711713824,1.17856738,2.156093343,2.392642628,11.75714111,3.277098083,2.379136939,3.499306361, ,,,,,,,,,,,,,,,
23,0,22,60.13528735,129.4156638,104.3119511,123.5976172,72.54002678,83.25903655,115.7255345,78.8354245,72.66767113,65.77699578,45.49695379,57.57285156,70.9790475,68.03910496,35.7943616,65.72376052,76.37668971,31.48121718,44.56067234,30.41345978,113.9939982,88.48098273,57.818053,62.18039488, ,,,,,,,,,,,,,,,
24,0,23,99.44293028,157.3458472,184.5229994,118.0279922,128.5875277,109.0012317,220.2852344,113.2835938,87.58447714,118.0702393,98.37716888,148.618803,120.4908396,161.1085677,150.7062174,117.4683822,125.2036258,126.7252254,111.8839722,61.92497231,159.5326569,149.3416775,129.8215144,169.7474718, ,,,,,,,,,,,,,,,
25,0,24,280.1841384,236.8577508,341.4387379,233.6301432,189.1548739,214.459055,215.0006319,134.5696163,48.34240005,116.5829716,56.04818726,163.4387515,127.7073372,350.5952023,143.759908,188.1672111,133.4003749,166.4990035,91.06887695,66.14827612,202.3461992,165.3302659,171.4992513,157.8393035, ,,,,,,,,,,,,,,,
26,0,25,253.0845232,298.7782723,257.9498626,281.1083346,237.1115975,272.4305535,286.1479936,297.28125,67.71069336,126.4064825,100.7740081,138.3034035,81.75080295,382.9547414,78.77216968,346.0563845,95.78634983,125.6350621,212.4776758,81.57579304,179.1472711,80.06839193,148.9784282,51.83160497, ,,,,,,,,,,,,,,,
27,0,26,334.2263569,244.9967849,177.7906523,297.5899975,293.2855225,268.5433738,242.7454745,169.6256836,86.0445227,68.13563702,96.36510947,110.5003691,48.87918169,181.9933801,111.2291391,219.885599,111.5314798,88.18738435,121.3792643,109.4774966,147.8175035,63.49869399,174.2903148,64.36888672, ,,,,,,,,,,,,,,,
28,0,27,384.1609375,450.588031,429.5978135,551.7339744,374.0111944,510.0508065,351.078125,145.1024816,96.13118681,143.1179903,115.7999224,153.7146179,158.9208485,333.7182971,113.1797058,128.0617306,134.12683,146.5901466,173.3467983,237.2848933,140.8569219,112.7000066,173.1375031,122.1122962, ,,,,,,,,,,,,,,,
29,0,28,743.8794059,696.3068427,598.7611921,806.3575581,726.8038699,776.0476235,549.1177619,289.8277065,148.4774453,369.8459128,282.9139373,320.5215212,259.5848818,468.7366286,187.5878005,317.9758429,220.0605595,383.7102823,352.5704811,710.5219254,349.9858292,275.1955457,374.8598706,153.6597627, ,,,,,,,,,,,,,,,
30,0,29,777.5145028,639.6278223,535.0013158,635.505236,578.1638936,559.5180288,503.8798167,365.4336846,263.3046016,461.3828579,388.0542111,368.6651435,375.044719,503.7925955,218.6057681,431.9945023,337.3832412,492.2535004,458.7863542,616.7067011,385.5799107,348.32658,398.2299769,210.7641356, ,,,,,,,,,,,,,,,
31,0,30,728.8403141,906.3685156,815.0538194,753.6896635,1036.660417,857.4840561,401.0410927,491.5853436,431.6717887,528.8132353,524.4753341,373.7542696,426.7624527,569.7680845,570.1758086,449.1756434,495.5971191,532.7004698,455.9903226,543.4805496,404.6998005,440.9246962,546.0154645,501.5123522, ,,,,,,,,,,,,,,,
32,0,31,727.3372396,587.3099392,475.7447077,462.9924896,787.4473958,535.6178279,552.8715856,430.3323821,393.7921254,551.146041,495.4169486,336.8906702,474.6676829,430.4214769,693.2312973,548.6643669,522.3888644,609.0682329,503.2063616,708.247833,472.176669,659.6775471,511.7389568,594.6508371, ,,,,,,,,,,,,,,,
33,0,32,585.66708,361.7073534,509.4094498,307.2762508,415.4892213,357.6254112,358.5339988,376.9462316,328.3222123,326.1268601,361.8155924,250.7294593,364.1018415,274.671272,486.7840194,433.209212,409.4496831,358.2873806,348.8316807,376.5665084,352.978266,524.9493304,274.7538243,384.428434, ,,,,,,,,,,,,,,,
34,0,33,504.218316,296.4116078,349.2841852,254.5952703,351.2648003,248.2381525,288.2861413,321.4813542,189.3245605,203.6349984,434.4600251,197.2926577,254.2540118,293.1505561,388.723875,365.4259198,250.4679054,244.9315166,295.9708394,224.6788293,250.4428408,358.0058411,331.7837586,315.1828573, ,,,,,,,,,,,,,,,
35,0,34,599.169478,258.1491477,343.2462093,237.6886476,381.2402563,266.8554688,304.6180332,280.1204241,172.2726058,211.8230865,211.9444543,206.5033256,339.9733808,279.6801329,372.2186838,317.5705062,248.8841992,281.1760706,194.4001402,188.1592056,294.2479889,329.5290822,329.5506981,339.81393, ,,,,,,,,,,,,,,,
36,0,35,585.3163393,276.6810636,247.6584308,210.6709972,251.2082876,217.8225609,360.9814203,294.6830709,171.5269909,197.9479784,397.5916255,252.4485344,262.2069633,276.741369,283.6667039,286.966231,328.3592285,312.3454178,413.4819287,216.4723558,425.0278144,348.9080636,320.7496928,320.4609585, ,,,,,,,,,,,,,,,
37,0,36,466.5548713,223.9931641,115.8552171,163.4121314,197.8461032,111.6433458,189.4328835,284.3820913,113.8286821,109.6170512,167.6892578,250.4336231,134.9729118,173.7155014,148.8501994,253.2097495,206.4055374,175.6043731,321.2224146,213.869186,349.6723426,207.6451115,168.6599676,164.185456, ,,,,,,,,,,,,,,,
38,0,37,159.1426011,122.0079859,55.74009303,82.63974223,154.6363353,64.06183364,80.05734327,148.6690891,98.81043756,62.6114502,39.86840615,81.34090231,50.88627436,87.89120066,100.1030219,435.5779533,115.9621311,73.04883961,174.0716979,102.8562352,87.70816201,68.5085907,61.97124251,63.06553611, ,,,,,,,,,,,,,,,
39,0,38,61.93435133,51.72053378,63.73840891,84.12336688,72.7998665,62.65279908,130.3716216,180.0120723,35.2590595,68.85219681,6.784048814,21.87573793,11.55693124,61.3204023,44.57194539,58.43049373,30.04419327,32.82934774,9.038595902,25.12240706,8.685387611,4.513479825,7.361206055,5.303213711, ,,,,,,,,,,,,,,,
40,0,39,21.34317939,69.96535528,36.06048376,74.90453821,32.66549584,33.08748998,36.22969344,233.9175113,6.855471463,37.78973788,6.852152716,12.94373021,1.895530411,64.84260311,2.487751665,27.23630621,2.799303399,3.894384551,2.519065395,1.267452913,1.294317126,1.661397976,5.511480158,1.463620829, ,,,,,,,,,,,,,,,
41,0,40,26.74090919,43.94936723,31.12177538,45.22955392,31.55755655,97.07343873,41.56986371,136.8923142,3.781490217,37.70522558,32.31526028,9.693863869,0.739061144,43.41324504,3.146899753,106.8358107,3.884239346,4.197026934,0.509249217,0.431753998,1.741520104,1.192824999,4.48726295,1.716755104, ,,,,,,,,,,,,,,,
42,0,41,32.23093875,36.44140339,37.76613985,31.43106634,39.03623722,77.88391969,78.00892549,178.0224429,11.67458229,15.22512046,77.0171314,40.12850881,6.438074602,9.521832133,7.907764191,37.22863622,11.68304138,2.141279286,5.286643853,1.559685078,1.458000047,3.779040382,4.989244544,5.47215342, ,,,,,,,,,,,,,,,
43,0,42,41.78890232,30.58574904,33.73798375,44.09694452,45.84626116,48.08806021,96.79732572,216.4811964,15.34077398,7.070908119,10.2238016,25.27533459,2.453976351,22.2100293,18.22325857,11.06373003,18.69292549,2.736570318,3.800814209,1.515424264,21.861521,1.762669099,27.83491542,11.40138288, ,,,,,,,,,,,,,,,
44,0,43,81.90718006,45.0494308,57.33945923,91.70620493,66.15673202,63.24863873,161.4072614,64.99875852,9.433654785,0.809857609,6.067451574,28.35946841,0.3184351,1.871671285,10.4157959,5.29499587,4.332924737,0.245686531,3.743387425,0.000568571,1.556823406,0.025751282,0.29110701,0.135705407, ,,,,,,,,,,,,,,,
45,0,44,75.77825731,48.72779308,50.50099443,66.51803706,51.68175049,36.19698153,223.6178955,43.36340332,4.707423231,12.57432436,0.814393477,26.70603092,4.177405724,4.853460607,66.88743525,2.246600042,3.372091336,13.43476214,1.052820466,1.362918957,8.543770926,0.142540414,3.606113757,15.45959207, ,,,,,,,,,,,,,,,
46,0,45,67.19045608,39.31741592,35.59299302,63.91017795,47.28518566,44.87709932,174.7702251,18.37612134,7.816067574,38.90090388,1.424298769,80.38137529,4.882398718,36.21534505,5.757980892,0.955007468,15.44327525,44.15705476,0.726844167,2.948692867,133.480213,0.192263497,25.06569336,1.162814932, ,,,,,,,,,,,,,,,
47,0,46,42.62273934,75.99952551,54.71303911,105.1640517,52.23920037,77.45929246,88.79145772,9.604359386,6.976171783,64.80350848,2.358709754,81.46319524,3.868608449,111.9624319,6.903951168,2.355732218,12.42940695,28.08168902,0.80558298,2.230091943,112.7279775,1.557053375,12.48338347,0.512033335, ,,,,,,,,,,,,,,,
48,0,47,47.21051339,122.2833827,77.50090843,188.5564286,57.43230469,77.76005216,59.0955654,30.69662388,11.21383977,22.54822083,2.312075528,47.8425139,6.312525919,156.7561408,16.39862615,11.56181625,10.73454357,25.18514151,0.332834783,0.195378381,36.05180795,1.567307212,0.208096216,2.994870468, ,,,,,,,,,,,,,,,
49,0,48,74.09801136,159.9095628,108.4565316,107.3391378,73.62129934,59.67861566,39.36681083,40.80294744,23.06807767,10.15380783,1.60838267,71.99123858,11.38241034,88.67993164,43.20654297,6.267583151,11.30127318,8.668276619,3.420660684,2.212500157,46.8275304,2.23098348,7.449605942,4.406317634, ,,,,,,,,,,,,,,,
50,0,49,56.90433732,278.2447917,126.8778716,154.9096084,109.1008229,43.11457081,10.38561334,57.87331449,66.62289724,36.38942675,5.836065674,117.781371,35.08489904,33.69151278,60.93815501,28.80453268,26.3314742,38.12075893,9.77426617,6.18213303,64.34375,9.963052006,56.6537214,33.08320725, ,,,,,,,,,,,,,,,
51,0,50,97.71942989,284.45878,182.961667,181.9173137,269.8911222,102.9503067,61.88105386,135.2180786,99.01836378,109.2155253,35.16179064,94.85923064,150.3923653,166.978887,95.26284063,107.0412627,113.2392225,171.0743408,72.56242082,56.96873983,63.03605813,59.00623668,159.2076647,62.26940308, ,,,,,,,,,,,,,,,
52,0,51,158.7007927,291.049684,273.1821593,336.1221902,246.5620684,265.3863393,191.4837754,260.9871481,170.6841639,346.9949646,68.92817126,178.0074219,179.1038311,365.4521004,133.7016109,190.0603966,193.7609652,361.5116177,76.44571521,119.7292994,218.1377204,110.6427908,255.2247476,106.7840379, ,,,,,,,,,,,,,,,
53,0,52,98.34242274,216.6911662,178.0416488,204.2567766,131.9710484,203.0765542,211.0986665,179.9737177,150.4980239,160.0553952,96.61008832,148.0709299,173.7127361,194.6494348,165.4276276,176.1462788,172.8850136,197.8211065,148.6623429,158.8472607,159.8101947,166.9276084,129.2117615,135.3380906, ,,,,,,,,,,,,,,,
54,0,53,182.1513791,234.7172564,211.5690802,337.3982589,200.6044753,271.17375,292.6153041,232.111942,151.4450893,221.1168916,257.9280849,156.9485506,228.3005347,347.5250744,215.9748461,242.5189556,213.9569117,250.6988064,337.3537046,327.6986389,207.1604142,243.2902,342.8921581,228.6738918, ,,,,,,,,,,,,,,,
55,0,54,139.7095181,188.5710059,161.2519301,194.4539015,165.0945453,183.0505192,205.378079,174.4136833,154.7476044,228.3670802,186.5225878,136.4766536,183.6989449,198.1136795,185.5543841,172.2170198,229.1829745,232.6954554,247.0444416,263.5081492,182.2240349,181.5240354,184.9165502,175.1262255, ,,,,,,,,,,,,,,,
56,0,55,221.0348123,292.5639264,199.4842825,260.7388263,197.690845,279.8034393,328.455169,255.3268284,283.1520977,306.069221,251.6384191,210.376018,239.6218142,285.7154171,225.0419596,264.4890704,329.993063,300.5220521,278.4645182,345.3202829,256.5130843,221.0281833,230.5288448,240.0865304, ,,,,,,,,,,,,,,,
57,0,56,158.498658,280.2654104,212.1797533,224.3916402,177.4422144,280.3094815,342.5372702,272.7074142,165.0136871,205.9666615,173.2694164,171.333606,207.7841538,187.2836958,195.6840572,210.46875,228.3902677,214.546557,213.7835286,246.0401671,184.1115523,190.9243304,174.0411272,159.7680275, ,,,,,,,,,,,,,,,
58,0,57,149.1837841,339.1332957,241.7198518,306.129392,233.6944712,413.1623884,328.8521013,320.3967142,165.8945077,232.549537,121.3313538,184.3925242,185.0064381,268.7113746,164.5927811,229.9617488,229.2714671,230.4735904,171.8954788,166.9770754,201.2746516,161.7076188,211.8648137,140.8234747, ,,,,,,,,,,,,,,,
59,0,58,201.9233371,310.4801972,262.8229237,378.697973,239.3880065,489.6383149,311.2931463,345.026829,214.0455387,241.6236026,130.0718226,181.7439475,193.3639323,291.1961742,143.3155667,239.6888226,245.9158498,242.2261683,153.364172,196.9668199,220.4844612,184.4496565,214.3818889,152.0196471, ,,,,,,,,,,,,,,,
60,0,59,241.5432982,334.801183,336.40858,501.123274,328.8586937,513.1209846,339.120643,334.8027984,190.1002136,295.161896,49.91236723,147.1125934,192.7223882,254.7007908,115.9878785,286.2433354,175.7298709,212.9512856,188.5817329,147.8925502,167.9363451,110.8135974,185.3541434,114.4256352, ,,,,,,,,,,,,,,,
61,0,60,445.8554908,627.2023481,437.3231931,623.8760475,462.0159761,714.8092806,422.4350734,684.7623388,366.875126,649.9552083,265.0309599,319.455455,316.0922934,568.9997752,355.4850497,447.8325565,399.9487926,434.9523566,241.3498813,255.1852177,438.0871761,284.6745233,402.8809224,369.9774457, ,,,,,,,,,,,,,,,
62,0,61,512.8293988,849.1368815,512.1100581,654.3322255,619.0945101,850.8141192,487.5582491,930.7453664,316.7990606,669.5913596,420.6305422,340.044444,342.963562,419.2997622,329.7284144,492.3807136,317.3078742,494.3126281,271.729248,131.1611704,390.7819549,312.4135659,299.6969346,340.4014534, ,,,,,,,,,,,,,,,
63,0,62,759.2735215,998.6097798,765.6799451,837.3727214,823.8453947,908.894592,698.6629543,983.4837541,537.7448674,844.6012178,667.285061,464.4883439,456.7349284,544.3281846,495.4507872,760.4838089,651.6354167,592.0870882,465.8062855,457.4254749,479.9789497,429.2605065,353.6094718,455.1077615, ,,,,,,,,,,,,,,,
64,0,63,696.125,850.19603,648.9195964,721.7420661,638.5307692,1102.026945,691.3083669,996.5405303,582.09199,696.9442315,342.059309,352.5260417,392.0795004,524.8491667,307.6525,661.9415546,570.8164629,526.5168474,182.2651924,218.9685236,367.1045275,349.5131907,342.354581,352.5740132, ,,,,,,,,,,,,,,,
65,0,64,780.8784375,1051.772344,648.293381,848.7007695,833.3467188,1186.185851,760.4504726,889.089715,645.4628205,671.928643,333.1654386,409.148359,277.1720331,549.1823499,360.5167545,641.253452,570.2536204,590.109375,229.2315512,281.754343,391.8690309,281.4044744,345.4461031,392.2403915, ,,,,,,,,,,,,,,,
66,0,65,883.35625,942.6046094,552.3646484,824.4813281,526.4837891,967.1248438,691.2297127,948.0033312,689.2228906,720.2836294,266.3950586,405.7389063,208.3214054,712.2584635,222.2341592,634.4854441,628.9029671,582.4294808,178.0342155,234.1520113,376.723348,173.3731649,454.847763,218.0263468, ,,,,,,,,,,,,,,,
67,0,66,351.3110867,332.9591709,223.2595006,375.6936553,186.9314631,505.2455808,230.5460329,239.4324951,207.8766712,122.9608368,44.50913558,70.51060969,34.56199808,187.2472592,37.1566815,132.6243039,115.2182983,70.07554095,23.74877646,27.36966508,51.70800245,26.42950519,76.97691978,35.07522918, ,,,,,,,,,,,,,,,
68,1,0,80.81654867,82.31753701,83.31785096,72.36920744,98.90707983,83.54912781,7.219851326,14.81187683,1.200802427,3.507303355,3.198895264,0.775336266,7.55275148,6.615670414,1.536808196,6.373933272,2.732510703,2.172221407,3.054424624,1.336167965,1.801463023,3.331611207,3.233745128,1.890064217, ,,,,,,,,,,,,,,,
69,1,1,85.16787814,87.20731757,88.42741221,79.22300212,94.96606825,87.42816612,5.817601556,8.258983547,1.247648559,5.175164624,3.595530709,0.953470403,6.263316365,4.34424009,3.437937356,7.119578222,3.671241635,3.856914227,3.217544735,1.13545079,3.354266026,5.177233667,2.727634277,4.372918454, ,,,,,,,,,,,,,,,
70,1,2,84.74751603,81.02104416,94.27738465,72.3246033,94.54185414,85.84285611,5.203834382,5.92153142,1.380788281,4.05118476,4.7402441,1.135958798,5.639650003,5.901934604,2.217220752,4.682389276,4.645780734,2.966719366,4.327468693,1.586568086,2.84109305,5.91352637,3.415386116,3.541714098, ,,,,,,,,,,,,,,,
71,1,3,79.56106299,80.53136248,83.56723965,72.59001248,86.58105985,83.54663732,4.743668301,5.786885693,1.266011884,3.853323764,4.362270702,1.460839514,2.937493286,6.326890932,1.73811488,5.725151425,3.315771967,2.511276365,5.156268016,1.512433316,3.774783985,3.312985978,4.173549652,2.595848083, ,,,,,,,,,,,,,,,
72,1,4,73.74298284,73.40188064,78.22593149,74.99660504,77.9598901,70.74731702,2.488716819,6.437045785,1.064990936,2.589710515,3.418675214,1.093951873,2.436306026,3.873393723,1.487472837,4.314793077,1.777493632,2.301251642,2.966242251,1.247939842,2.391785095,2.613419914,2.031877181,2.153623604, ,,,,,,,,,,,,,,,
73,1,5,70.08053451,71.8816857,76.34927384,62.93889509,75.36222415,72.54248798,2.040341949,3.488328365,1.200567295,2.062874985,3.141736053,1.145588758,1.981795759,3.062291293,1.22238777,2.510092995,1.839766087,1.612742274,2.002130908,0.818104108,1.719212679,2.224468255,1.597811518,1.334227776, ,,,,,,,,,,,,,,,
74,1,6,83.75193359,86.78658657,92.70217803,82.71889376,102.4985503,82.67178033,2.000024341,4.068537946,1.253179932,1.763651159,4.63227312,1.21142719,2.331326314,4.26107163,1.271069262,3.6057387,2.13255059,1.644346375,3.752764858,1.103502604,1.951988965,2.696549951,2.100680967,1.502522321, ,,,,,,,,,,,,,,,
75,1,7,97.01554648,92.93136443,96.94456282,85.50115813,102.4249143,90.10849262,1.75233381,4.490865986,1.895382925,2.30139045,4.464385812,1.930014145,2.65665052,4.938495091,1.500332342,4.120446846,2.484578929,1.91245217,3.597901747,1.601956618,2.264341287,2.14107218,2.363648996,1.645548503, ,,,,,,,,,,,,,,,
76,1,8,66.09214565,58.37096919,71.38027845,55.67384805,67.8509032,61.36685697,0.886289743,2.690184837,1.37017253,0.6406804,2.8123342,1.137937195,0.799817728,2.939047919,0.810028268,2.193440574,0.92978044,0.580935196,1.961911489,0.64058075,0.800953845,0.879614479,0.883697629,0.696564226, ,,,,,,,,,,,,,,,
77,1,9,51.38200797,48.94296875,56.25995593,43.7828776,57.29134615,46.79457601,0.255931626,1.987067958,0.959725198,0.4532547,4.095058523,0.789063006,0.609696282,1.807910156,0.90649461,0.962691954,0.6763912,0.294458757,1.542874363,0.364590534,0.524670197,0.638519035,0.691696741,0.411681216, ,,,,,,,,,,,,,,,
78,1,10,49.77722553,42.94221914,52.82013261,45.10495889,56.00110123,43.34242065,2.441033745,1.167512237,0.775123224,0.248646736,2.014703473,0.506721591,0.204550678,1.205463815,0.502114853,0.279882818,0.430182139,0.166123822,0.76834329,0.190439535,0.285165502,0.214504124,0.526062954,0.142958154, ,,,,,,,,,,,,,,,
79,1,11,47.36437302,39.41864886,46.78653709,44.28785883,45.78963173,42.23488206,5.447036958,1.094527273,0.730850321,13.47364938,5.634493082,0.341538205,0.074189471,0.843757324,1.170850589,0.522872346,0.593392085,10.24159336,0.890964148,0.313631932,0.296824572,0.125336048,0.326637683,0.130964397, ,,,,,,,,,,,,,,,
80,1,12,39.75835373,35.99892221,43.23929168,36.74937935,39.98822447,35.83377057,4.908334585,17.51838129,2.501716614,12.10068421,15.21170321,0.285460127,0.808228202,0.791908393,3.796958923,3.907311865,5.449712014,23.99517578,3.282244305,1.667324611,0.11977804,0.26297537,0.260126665,0.246136724, ,,,,,,,,,,,,,,,
